item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,ipa_en,ipa_l1,freq,morpheme_count,char_length,syllables,edit_distance,phon_edit_distance
2657,de,water,noun,w____,Wasser,Ich bräuchte jetzt bitte einen Schluck Wasser.,3.620626722,wɔːɾɚ,vasɜ,5.52,2,5,2,3,5
2658,de,initially,adverb,i________,"anfangs, zu Anfang (nicht: originally)",Anfangs war sie ganz begeistert von ihrer Arbeit.,-0.667307391,ɪnɪʃəli,anfaŋs tsuː anfaŋ nɪçt oːrɪɡiːnaliː,4.49,3,9,2,30,31
2659,de,present,noun,p______,Geschenk,Ich habe dieses Jahr ein ganz besonders schönes Geschenk für dich gefunden.,2.50171369,pɹɛzənt,ɡəʃɛŋk,5.18,2,7,1,5,7
2660,de,paragraph,noun,p________,Absatz,"An dieser Stelle im Text wäre es besser, einen neuen Absatz zu machen. ",-0.356484967,pæɹəɡɹæf,apzats,4.03,1,9,2,8,8
2661,de,exactly,adverb,e______,genau (nicht: precisely),Es ist jetzt genau zwölf Uhr.,1.207035659,ɛɡzæktli,ɡənaʊ nɪçt preːkiːzɛliː,5.15,2,7,2,18,20
2662,de,compete,verb,c______,konkurrieren,Wir konkurrieren um den Preis.,-0.924721245,kəmpiːt,kɔnkʊriːrən,4.39,1,7,2,9,8
2663,de,identical,adjective,i________,identisch,Die zwei Taschen sind identisch.,1.075957855,aɪdɛntɪkəl,iːdɛntɪʃ,4.21,1,9,2,3,5
2664,de,essentially,adverb,e__________,im Wesentlichen,Im Wesentlichen gebe ich dir Recht.,-1.797732745,ᵻsɛnʃəli,ɪm veːzəntlɪçən,4.42,2,11,3,10,13
2665,de,good,adjective,g___,gut,Wir haben uns im Kino einen guten Film angeschaut.,2.49709258,ɡʊd,ɡuːt,6.12,1,4,1,3,3
2666,de,amateur,adjective,a______,"Hobby-, nicht berufsmäßig","Obwohl er unglaublich gut kocht, bezeichnet er sich selbst nur als Hobbykoch. ",-0.909440353,æmətʃɚ,hɔbiː nɪçt bərʊfsmɛːsɪç,4.22,1,7,3,22,22
2667,de,somebody,misc,s_______,jemand,Kann jemand mir die Bedienung von diesem Gerät erklären?,0.572842209,sʌmbɑːdi,jeːmant,4.8,1,8,2,6,8
2668,de,irresponsible,adjective,i____________,"unverantwortlich, verantwortungslos",Dieses unverantwortliche Benehmen kann nicht weiter toleriert werden.,-1.411348873,ɪɹᵻspɑːnsᵻbəl,ʊnfɛɾantvɔɾtlɪç fɛɾantvɔɾtʊŋsloːs,3.67,2,13,4,30,30
2669,de,president,noun,p________,"Vorsitzende/r, Staatsoberhaupt",Zu Beginn der Sitzung hält das Staatsoberhaupt eine kurze Rede.,0.352035627,pɹɛzɪdənt,foːɾzɪtsəndə ɛɾ ʃtɑːtzoːbɜhaʊpt,5.45,2,9,3,25,26
2670,de,printing,noun,p_______,"Druck, Drucken",Die Kosten für den Druck müssen vom Autor selbst bezahlt werden.,-0.806388584,pɹɪntɪŋ,drʊk drʊkən,4.28,2,8,2,13,11
2671,de,handwriting,noun,h__________,Handschrift,Die Handschrift mancher Schüler ist schwierig zu lesen.,0.970474342,hændɹaɪɾɪŋ,hantʃrɪft,3.57,2,11,3,7,7
2672,de,fog,noun,f__,Nebel,Starker Nebel verhinderte die Sicht auf die Straße. ,2.646102521,fɑːɡ,neːbəl,3.9,1,3,1,5,5
2673,de,accessible,adjective,a_________,zugänglich ,Die Ausbildung sollte für alle zugänglich gemacht werden.,-2.438851107,æksɛsəbəl,tsuːɡɛŋlɪç,4.18,2,10,3,10,9
2674,de,bloody,adjective,b_____,blutig,Der Verband war blutig und musste erneuert werden.,2.14703713,blʌdi,bluːtɪç,4.28,1,6,1,4,5
2675,de,monetary,adjective,m_______,Geld-,"Diese Edelsteine sind von großem Geldwert und würden, wenn zum Verkauf angeboten, einen hohen Preis erzielen.",-1.524594535,mɑːnɪtɛɹi,ɡɛlt,4.1,1,8,3,7,8
2676,de,plasma,noun,p_____,Plasma,"Als Studentin ging sie regelmäßig in ein Labor, um gegen Bezahlung Plasma zu spenden.",1.390842591,plæzmə,plasmɑː,3.95,1,6,1,1,4
2677,de,complexity,noun,c_________,Vielschichtigkeit,Die Vielschichtigkeit des Problems war offensichtlich.,-1.490497256,kəmplɛksᵻɾi,fiːlʃɪçtɪçkaɪt,4.02,1,10,3,15,14
2678,de,reply,verb,r____,antworten,Sie antwortete sehr schnell auf meine Anfrage.,-1.077657815,ɹᵻplaɪ,antvɔɾtən,4.5,3,5,1,9,9
2679,de,dealer,noun,d_____,Händler (nicht: trader),Der Autohändler hat uns ein gutes Angebot gemacht.,0.729718061,diːlɚ,hɛndlɜ nɪçt trɑːdɜ,4.19,2,6,2,18,16
2680,de,current,adjective,c______,"gegenwärtig, aktuell",Sie unterhielten sich über die aktuelle politische Lage im Nahen Osten.,0.140071654,kɜːɹənt,ɡeːɡənvɛɾtɪç aktuːɛl,5.27,1,7,2,18,16
2681,de,battery,noun,b______,Batterie,Der Radio braucht neue Batterien.,1.107609037,bæɾɚɹi,bateːriː,4.52,1,7,2,3,6
2682,de,unconfirmed,adjective,u__________,unbestätigt,Unbestätigten Gerüchten zufolge hält sie sich derzeit in Paris auf.,-1.41843668,ʌŋkənfɜːmd,ʊnbəʃtɛːtɪçt,3.03,3,11,3,9,10
2683,de,revival,noun,r______,Aufleben,Einer der neuesten musikalischen Einflüsse ist das Aufleben der Musik der Achtzigerjahre.,-0.951860517,ɹᵻvaɪvəl,aʊfleːbən,3.93,2,7,3,8,8
2684,de,marker,noun,m_____,Markierung,Der Schauspieler stellte sich auf der Bühne auf die Markierung.,-1.825980556,mɑːɹkɚ,maɾkiːrʊŋ,3.87,2,6,2,5,7
2685,de,mate,noun,m___,"Freund, Kumpel (nicht: friend)",Er geht mit seinen Kumpels ein Bier trinken.,1.009063729,meɪt,frɔønt kʊmpəl nɪçt friːnt,4.55,1,4,1,27,22
2686,de,naturalist,noun,n_________,Naturforscher,Sie ist eine Naturforscherin aus Leidenschaft.,-1.707859335,nætʃɚɹəlɪst,nɑːtuːɾfɔɾʃɜ,3.15,1,10,4,8,10
2687,de,surge,noun,s____,Anstieg,Letzten Sommer kam es zu einem plötzlichen Anstieg der Temperaturen.,-3.765060144,sɜːdʒ,anʃtiːk,3.82,1,5,1,6,7
2688,de,fishing,noun,f______,"Fischen, Angeln",Das Fischen macht ihm Spaß.,3.344044862,fɪʃɪŋ,fɪʃən anɡɛln,4.47,2,7,2,10,9
2689,de,terrorist,noun,t________,Terrorist,Sie ist eine verurteilte Terroristin.,2.214880404,tɛɹɚɹɪst,tɛroːrɪst,4.35,1,9,3,1,4
2690,de,comfortably,adverb,c__________,bequem,Masseurin zu ihrer Kundin: Ist alles in Ordnung? Liegen Sie noch bequem?,-3.714964853,kʌmftəbli,bəkveːm,3.74,2,11,3,11,9
2691,de,star,noun,s___,Stern,Man kann diesen Stern nur manchmal wirklich gut am Nachthimmel sehen.,3.67713833,stɑːɹ,ʃtɛɾn,5.19,1,4,1,3,4
2692,de,office,noun,o_____,Büro,Mein Büro befindet sich im zweiten Stockwerk.,2.689815411,ɑːfɪs,byːroː,5.4,1,6,2,6,5
2693,de,surprised,adjective,s________,überrascht,Sie war über das Verhalten der Kinder überrascht.,1.164923488,sɚpɹaɪzd,yːbɜraʃt,4.68,2,9,2,8,8
2694,de,shark,noun,s____,Hai,In diesem Aquarium gibt es einen echten Weißen Hai.,1.683242676,ʃɑːɹk,haɪ,4.1,1,5,1,4,5
2695,de,outsider,noun,o_______,Außenseiter,Der Außenseiter hat keine Freunde in der Schule.,-0.244260599,aʊtsaɪdɚ,aʊsənzaɪtɜ,3.55,2,8,2,6,6
2696,de,long,adverb,l___,lang,"Ich hoffe, du hast nicht zu lange auf mich gewartet.",3.022281002,lɔŋ,laŋ,5.81,1,4,1,1,1
2697,de,altar,noun,a____,Altar,Die Gläubigen knieten vor dem tischartigen Altar in der Kirche nieder.,1.007778557,ɔltɚ,altɑːɾ,3.8,1,5,2,1,4
2698,de,unofficially,adverb,u___________,inoffiziell,Die Kosten werden inoffiziell auf zwei Millionen geschätzt.,-0.089508867,ʌnəfɪʃəli,iːnɔfiːtsjɛl,2.94,3,12,4,4,10
2699,de,calculator,noun,c_________,Taschenrechner,Ich verwende den Tachenrechner für die Hausaufgaben.,0.8867081,kælkjʊleɪɾɚ,taʃənrɛçnɜ,3.56,1,10,4,11,11
2700,de,landing,noun,l______,Landung,"Die Landung war problemlos, obwohl ein starker Wind bläst.",1.402971713,lændɪŋ,landʊŋ,4.4,2,7,2,2,2
2701,de,rate,verb,r___,bewerten,Nach dem Besuch bewerten die Kunden das Restaurant über eine App.,-0.109676229,ɹeɪt,bəvɛɾtən,5.14,1,4,1,6,7
2702,de,overworked,adjective,o_________,überarbeitet,Er ist heillos überarbeitet. Er sollte unbedingt seine Arbeitsstunden reduzieren.,0.690810809,oʊvɚwɜːkt,yːbɜaɾbaɪtət,3.0,2,10,2,9,11
2703,de,storybook,noun,s________,"Bilderbuch, Kinderbuch","Das ist ein altes Bilderbuch, das ich aus meiner Kindheit noch aufbewahrt habe.",-2.002521319,stɔːɹibʊk,bɪldɜbʊx kɪndɜbʊx,2.79,1,9,2,20,15
2704,de,twist,verb,t____,verdrehen,"Er wollte mir den Arm verdrehen, aber ich war schneller.",-0.354791059,twɪst,fɛɾdreːən,4.22,1,5,1,9,9
2705,de,bias,noun,b___,"Vorurteil, Voreingenommenheit","Der Fall verlangt nach Anwälten, die ohne politische Voreingenommenheit sind.",-1.609647625,baɪəs,foːɾʊɐtaɪl foːɾaɪnɡənɔmənhaɪt,4.18,1,4,2,28,26
2706,de,implementation,noun,i_____________,"Einführung, Ausführung",Die Einführung der neuen Richtlinien wurde nicht von allen gebilligt.,-2.965519419,ɪmplɪmənteɪʃən,aɪnfyːrʊŋ aʊsfyːrʊŋ,4.31,3,14,5,19,18
2707,de,structure,noun,s________,Aufbau,"Der Text hat einen guten Aufbau, aber die Rechtschreibung muss noch einmal überprüft werden.",-0.372469983,stɹʌktʃɚ,aʊfbaʊ,4.84,1,9,2,8,8
2708,de,mean,noun,m___,Mittelwert (nicht: average),Sie müssen zuerst noch den Mittelwert ausrechnen.,-2.535047627,miːn,mɪtəlveːɾt nɪçt ɑveːrɑːɡə,5.53,1,4,1,25,22
2709,de,conceptual,adjective,c_________,konzeptionell,Nach zweitägiger Bearbeitung war ein konzeptioneller Entwurf fertiggestellt.,-2.82854611,kənsɛptʃuːəl,kɔntsɛptsjoːnɛl,3.62,1,10,4,7,7
2710,de,assurance,noun,a________,Zusicherung,Die Landesregierung erteilt eine Zusicherung zum baldigen Erhalt des Bescheids der Staatsbürgerschaft.,-1.988149127,əʃʊɹɹəns,tsuːzɪçərʊŋ,3.81,1,9,3,9,10
2711,de,timber,noun,t_____,Holz,Die Hütte war aus Holz.,-1.184878981,tɪmbɚ,hɔlts,4.01,2,6,2,6,5
2712,de,rattle,verb,r_____,rasseln,Er hörte den Schlüsselbund in ihrer Tasche rasseln.,-1.441758447,ɹæɾəl,rasəln,3.35,1,6,1,4,4
2713,de,mound,noun,m____,"Haufen, Stapel (nicht: stack, pile)",Ein Stapel Wäsche liegt im Wohnzimmer.,-4.25307152,maʊnd,haʊfən ʃtɑpəl nɪçt ʃtak piːlə,3.6,1,5,1,33,26
2714,de,prepaid,adjective,p______,vorher bezahlt,Mit einer vorher bezahlten Karte können Sie Zugang zum Internet erhalten.,0.067631399,pɹɪpeɪd,foːɾheːɾ bətsɑːlt,3.3,2,7,2,11,16
2715,de,dark,noun,d___,Dunkelheit,Sie fürchtet sich vor der Dunkelheit.,3.403756024,dɑːɹk,dʊnkəlhaɪt,5.04,1,4,1,9,9
2716,de,molecular,adjective,m________,molekular,Der Wissenschaftler wendet ein molekulares Verfahren an. ,0.90326172,məlɛkjʊlɚ,moːleːkuːlɑːɾ,4.11,1,9,3,1,9
2717,de,somewhere,adverb,s________,irgendwo,"Ich finde meine Schlüssel gerade nicht, aber sie müssen hier irgendwo sein.",2.253461102,sʌmwɛɹ,ɪɾɡɛndvoː,4.74,1,9,2,8,9
2718,de,whale,noun,w____,Wal,"Sie hatten die Gelegenheit, einen Wal zu beobachten.",1.010536908,weɪl,vɑːl,3.98,1,5,1,3,3
2719,de,african,adjective,a______,afrikanisch,Er hat afrikanische Wurzeln.,2.580470411,æfɹɪkən,afriːkɑnɪʃ,4.82,1,7,2,5,7
2720,de,ban,noun,b__,Verbot,Das Rauchverbot wurde aufgehoben.,-0.483056805,bæn,fɛɾboːt,4.55,1,3,1,5,6
2721,de,appreciate,verb,a_________,jdn/etw schätzen (nicht: realise),Die Leiterin schätzte sein Engagement sehr.,-1.156657481,ɐpɹiːʃɪʲeɪt,jɔtdeːɛn ɛtf ʃɛtsən nɪçt reːalɪsə,4.74,1,10,4,28,28
2722,de,even,adverb,e___,"selbst, sogar","Es haben viele Bekannte die Einladung angenommen, selbst die Großmutter hat sich angekündigt.",1.207972817,iːvən,zɛlpst zoːɡɑːɾ,5.99,1,4,1,12,13
2723,de,grammatically,adverb,g____________,grammatikalisch,Der Satz wurde grammatikalisch richtig gebildet.,0.270513683,ɡɹæmæɾɪkli,ɡramatiːkɑlɪʃ,2.7,2,13,4,5,9
2724,de,antibiotic,noun,a_________,Antibiotikum,Der Arzt verschrieb der Patientin ein Antibiotikum.,1.525012737,æntɪbaɪʲɑːɾɪk,antiːbɪʲoːtiːkʊm,3.5,1,10,5,4,10
2725,de,classmate,noun,c________,"Mitschüler, Klassenkamerad",Einer meiner Mitschüler hilft mir bei den Hausaufgaben.,-0.427842024,klæsmeɪt,mɪtʃyːlɜ klasənkɑmeːrɑːt,3.34,1,9,2,19,18
2726,de,zoo,noun,z__,Zoo ,Gestern besuchten wir den Zoo.,3.65314306,zuː,tsoː,4.14,1,3,1,2,3
2727,de,medical,adjective,m______,medizinisch,Die Regierung hat mehr Geld für medizinische Einrichtungen versprochen.,2.06002284,mɛdɪkəl,meːdiːtsiːnɪʃ,5.16,1,7,3,7,11
2728,de,unprecedented,adjective,u____________,ohne Beispiel,Dieser Vorfall ist in der jüngeren Geschichte ohne Beispiel.,-2.891030133,ʌnpɹɛsᵻdəntᵻd,oːnə baɪʃpiːl,3.82,4,13,5,11,13
2729,de,child,noun,c____,Kind,Christian und Susanne haben zwei Kinder.,2.083802166,tʃaɪld,kɪnt,5.3,1,5,1,3,5
2730,de,feeling,noun,f______,Gefühl,Er hat ihre Gefühle verletzt.,2.583281855,fiːlɪŋ,ɡəfyːl,5.13,2,7,2,6,5
2731,de,drown,verb,d____,ertrinken,Ohne die Hilfe der Wasserrettung wäre er wahrscheinlich ertrunken. ,0.157362441,dɹaʊn,ɛɾtrɪŋkən,3.68,1,5,1,7,8
2732,de,penetrate,verb,p________,"in etw eindringen, durchstechen",Die Glasscherben durchstachen seine Hand.,-2.103449613,pɛnɪtɹeɪt,ɪn ɛtf aɪndrɪŋən dʊɐçstɛçən,3.55,1,9,3,25,23
2733,de,cocktail,noun,c_______,Cocktail,In dieser Bar gibt es gute Cocktails.,1.18083795,kɑːkteɪl,kɔktaɪl,3.89,1,8,2,1,3
2734,de,astronomy,noun,a________,Astronomie,Die Astronomie ist ein teures Hobby.,1.357579779,ɐstɹɑːnəmi,astroːnoːmiː,3.63,1,9,3,3,6
2735,de,guitarist,noun,g________,Gitarrist,Sie ist eine bekannte Gitarristin und spielt heute Abend ein Konzert.,-0.409013053,ɡɪtɑːɹɹɪst,ɡiːtarɪst,3.63,1,9,3,3,6
2736,de,peace,noun,p____,Frieden,In diesem Gebiet herrscht jetzt Frieden.,2.84886404,piːs,friːdən,5.02,1,5,1,6,5
2737,de,leak,noun,l___,Leck,Ich muss das Leck am Dach der Versicherung melden.,-1.289878116,liːk,lɛk,4.09,1,4,1,2,2
2738,de,payment,noun,p______,Zahlung,Die erste Zahlung wird in einem Monat fällig.,1.21740256,peɪmənt,tsɑːlʊŋ,4.66,2,7,2,5,7
2739,de,operate,verb,o______,funktionieren,Der neue Staubsauger funktioniert nicht richtig.,-1.095742503,ɑːpɚɹeɪt,fʊŋktsjoːniːrən,4.5,1,7,3,11,14
2740,de,suitable,adjective,s_______,geeignete,"Es ist schwierig, als Studierender eine geeignete Wohnmöglichkeit zu finden.",-0.371814128,suːɾəbəl,ɡəaɪɡnətə,4.38,2,8,2,7,8
2741,de,select,verb,s_____,auswählen,Sie können aus unterschiedlichen Farben und Modellen auswählen.,-0.391520245,sᵻlɛkt,aʊsvɛːlən,4.45,1,6,2,7,8
2742,de,unusually,adverb,u________,ungewöhnlich,Es war ein ungewöhnlich milder Winter.,-0.771176573,ʌnjuːʒuːəli,ʊnɡəvøːnlɪç,3.76,3,9,3,9,9
2743,de,member,noun,m_____,Mitglied,Er ist Mitglied im Turnverein.,2.932006663,mɛmbɚ,mɪtɡliːt,5.18,2,6,2,7,7
2744,de,upcoming,adjective,u_______,bevorstehend,Die bevorstehenden Wahlen werden mit Spannung erwartet.,-0.181408808,ʌpkʌmɪŋ,bəfoːɾʃteːənt,4.34,2,8,3,10,13
2745,de,sportsman,noun,s________,Sportler,Er war stets ein ausgesprochen vielseitiger Sportler.,0.280070745,spɔːɹtsmən,ʃpɔɾtlɜ,3.16,1,9,2,5,7
2746,de,melt,verb,m___,schmelzen,Der Käse schmilzt im Backofen. ,1.833283594,mɛlt,ʃmɛltsən,3.96,1,4,1,6,4
2747,de,expenditure,noun,e__________,"Ausgaben, Aufwendungen",Die Ausgaben der Regierung sind gestiegen.,-2.294149936,ɛkspɛndɪtʃɚ,aʊsɡɑːbən aʊfvɛndʊŋən,3.74,1,11,3,18,17
2748,de,correction,noun,c_________,Verbesserung,Der Schüler schrieb die Verbesserung seines Aufsatzes.,0.019697295,kɚɹɛkʃən,fɛɾbɛsərʊŋ,3.95,2,10,3,9,9
2749,de,loom,verb,l___,drohend aufragen,Schwarze Wolken ragten drohend am Horizont auf.,-2.765907782,luːm,droːənt aʊfrɑːɡən,3.34,1,4,1,15,16
2750,de,posture,noun,p______,Haltung,"Wenn man viel vor einem Bildschirm arbeitet, sollte man auf seine Haltung achten.",-1.076789582,pɔstʃɚ,haltʊŋ,3.65,1,7,2,5,5
2751,de,affirmative,adjective,a__________,"zustimmend, positiv",Er gab ihr eine positive Antwort.,-2.504521853,ɐfɜːmətɪv,tsuːʃtɪmənt poːziːtiːf,3.57,1,11,4,15,18
2752,de,legend,noun,l_____,Legende,Der Legende nach soll hier eine Prinzessin gestorben sein.,2.72305416,lɛdʒənd,leːɡəndə,4.44,1,6,2,2,4
2753,de,salad,noun,s____,Salat,Als Beilage bieten wir einen saisonalen gemischten Salat an.,0.861480421,sæləd,zalɑːt,4.15,1,5,1,2,5
2754,de,cigar,noun,c____,Zigarre,Zigarren aus Kuba sind die besten.,2.42493057,sᵻɡɑːɹ,tsiːɡarə,3.57,1,5,2,3,6
2755,de,alleged,adjective,a______,"angeblich, mutmaßlich","Der mutmaßliche Täter wurde freigelassen, weil es nicht genug Beweise gegen ihn gab.",-2.774227658,ɐlɛdʒd,anɡəblɪç mʊtmɑːslɪç,4.37,2,7,2,19,18
2756,de,longtime,adjective,l_______,Langzeit-,"Er hat sich endlich dazu entschieden, seine Langzeitfreundin zu heiraten.",-2.152027829,lɔŋtaɪm,laŋtsaɪt,3.73,1,8,2,6,3
2757,de,ecology,noun,e______,Ökologie,"Sein Einfluss war es, wieso sie begann, sich für Ökologie zu interessieren.",0.51257064,ɛkɑːlədʒi,øːkoːloːɡiː,3.74,1,7,2,4,7
2758,de,laboratory,noun,l_________,Labor,Sie entwickelt neue Medikamente in einem Labor.,-0.361446226,læbɹətɔːɹi,lɑboːɾ,4.31,1,10,3,6,7
2759,de,nonprofit,adjective,n________,gemeinnützig,Die gemeinnützige Organisation sammelt Spenden.,-1.178481078,nɑːnpɹɑːfɪt,ɡəmaɪnʏtsɪç,3.86,1,9,2,10,10
2760,de,willingness,noun,w__________,Bereitschaft,"Die Bereitschaft, zu lernen, ist eine Grundvoraussetzung für den Erfolg.",-1.045524724,wɪlɪŋnəs,bəraɪtʃaft,3.82,2,11,3,11,9
2761,de,suppress,verb,s_______,"etw unterdrücken, niederschlagen",Die Revolution wurde vom Machthaber niedergeschlagen.,-2.883581545,səpɹɛs,ɛtf ʊntɜdrʏkən niːdɜʃlɑːɡən,3.66,1,8,2,28,26
2762,de,restoration,noun,r__________,Wiederherstellung,Die Wiederherstellung der alten Kirche hat wirklich mehrere Jahre gedauert.,-2.341222723,ɹɛstɚɹeɪʃən,viːdɜhɛɾʃtɛlʊŋ,4.11,3,11,4,13,13
2763,de,restricted,adjective,r_________,beschränkt,Aus Sicherheitsgründen ist der Zugang zu diesem Bereich nur auf bestimmte Mitarbeiter beschränkt.,0.010648386,ɹᵻstɹɪktᵻd,bəʃrɛŋkt,4.19,3,10,3,8,8
2764,de,solution,noun,s_______,Lösung,Wir sind noch immer auf der Suche nach einer nachhaltigen Lösung für das Problem.,1.975010952,səluːʃən,løːzʊŋ,4.84,2,8,2,7,6
2765,de,correspondent,noun,c____________,Berichterstatter (nicht: reporter),Die Berichterstatterin meldete sich aus New York.,-1.655140897,kɔːɹɪspɑːndənt,bərɪçtɜstatɜ nɪçt reːpɔɾtɜ,3.86,1,13,4,28,23
2766,de,informed,adjective,i_______,informiert,"Ich kann dir helfen, eine informierte Entscheidung zu treffen. ",0.345010879,ɪnfɔːɹmd,ɪnfɔɾmiːɾt,4.45,3,8,2,3,6
2767,de,eager,adjective,e____,begierig,Er war begierig nach Neuigkeiten.,-0.819299972,iːɡɚ,bəɡiːrɪç,4.03,2,5,1,5,6
2768,de,act,noun,a__,"Handlung, Tat","Sie wusste genau, welche Konzequenzen ihre Handlung hatte. ",1.894150303,ækt,handlʊŋ tɑːt,5.3,1,3,1,11,11
2769,de,ethic,noun,e____,Ethik,Ethik wird jetzt oft an österreichischen Schulen unterrichtet.,1.018200834,ɛθɪk,eːtɪk,3.54,1,5,2,2,3
2770,de,freak,noun,f____,Freak,"Ich hatte so einen schlimmen Ausschlag, ich kam mir wie ein Freak vor.",1.798014652,fɹiːk,(en)fɹiːk(de),4.08,1,5,1,1,8
2771,de,untreated,adjective,u________,unbehandelt,"Wenn diese Wunde unbehandelt bleibt, kann sie zu einer Infektion führen.",-0.633506972,ʌntɹiːɾᵻd,ʊnbəhandəlt,3.33,3,9,2,7,10
2772,de,workforce,noun,w________,Belegschaft,Ein Drittel unserer Belegschaft sind Frauen.,-1.756941472,wɜːkfɔːɹs,bəleːɡʃaft,3.94,1,9,2,11,10
2773,de,bank,noun,b___,"Geldinstitut, Unternehmen, das Geld- und Kreditgeschäfte betreibt",Ich habe ein Konto bei diesem Geldinstitut.,2.707765207,bæŋk,ɡɛldɪnstiːtuːt ʊntɜneːmən das ɡɛlt ʊnt kreːdɪtɡɛʃɛftə bətraɪpt,5.16,1,4,1,63,61
2774,de,depression,noun,d_________,Depression,Sie leidet an einer Depression.,2.411631672,dᵻpɹɛʃən,dɛprɛsjoːn,4.56,1,10,3,1,6
2775,de,charisma,noun,c_______,besondere Ausstrahlung eines Menschen,Er besitzt überhaupt keine besondere Ausstrahlung.,-0.795685738,kɚɹɪsmə,bəzɔndərə aʊsʃtrɑːlʊŋ aɪnəs mɛnʃən,3.34,1,8,2,34,30
2776,de,eat,verb,e__,"etw essen, fressen",Ich esse gerne Pizza.,4.180358497,iːt,ɛtf ɛsən frɛsən,5.13,1,3,1,17,15
2777,de,persuade,verb,p_______,jdn überreden,"Es dauerte nicht lange, ihn zu überreden. ",-1.165200274,pɚsweɪd,jɔtdeːɛn yːbɜreːdən,3.82,1,8,2,10,17
2778,de,chosen,adjective,c_____,"ausgewählt, ausgesucht",Das ausgewählte Thema eignete sich gut für die geplante Unterrichtseinheit.,-0.095942895,tʃoʊzən,aʊsɡəvɛːlt aʊsɡəzuːxt,4.61,1,6,1,19,18
2779,de,jackpot,noun,j______,Jackpot,Ich habe den Jackpot geknackt.,1.902643633,dʒækpɑːt,jakpoːt,3.5,1,7,2,1,4
2780,de,confirm,verb,c______,etw bestätigen,Der Ergebnisse der Studie bestätigen die Vermutungen der Forscher.,-0.357342405,kənfɜːm,ɛtf bəʃtɛːtɪɡən,4.4,1,7,2,13,13
2781,de,gap,noun,g__,Spalt,Durch den Türspalt dringt kalte Luft in das Wohnzimmer.,-0.134099305,ɡæp,ʃpalt,4.47,1,3,1,4,5
2782,de,conservatory,noun,c___________,Wintergarten,In der kalten Jahreszeit stellen wir die Pflanzen in den Wintergarten.,-2.376754993,kənsɜːvətɔːɹi,vɪntɜɡaɾtən,3.3,1,12,4,8,10
2783,de,environment,noun,e__________,Umgebung,Wir müssen den Arbeitern eine sichere Arbeitsumgebung gewährleisten.,-0.40442112,ɛnvaɪɹənmənt,ʊmɡeːbʊŋ,4.87,2,11,4,10,12
2784,de,wrap,verb,w___,einpacken,"Kannst du mir helfen, die Geschenke einzupacken?",0.986489827,ɹæp,aɪnpakən,4.2,1,4,1,8,7
2785,de,physical,adjective,p_______,körperlich,Körperliche Aktivität ist wichtig.,-0.113110399,fɪzɪkəl,kœɾpɜlɪç,4.94,1,8,3,8,8
2786,de,item,noun,i___,Artikel,Manche Menschen zahlen sehr hohe Preise für Luxusartikel.,0.42031382,aɪɾəm,aɾtiːkəl,4.57,1,4,1,5,6
2787,de,beg,verb,b__,jdn bitten,"Ich bitte dich, gib mir eine zweite Chance.",0.167164703,bɛɡ,jɔtdeːɛn bɪtən,4.05,1,3,1,8,13
2788,de,inspirational,adjective,i____________,inspirierend,Die Musik ist inspirierend.,-2.584179839,ɪnspɚɹeɪʃənəl,ɪnspiːriːrənt,3.75,2,13,5,6,8
2789,de,relative,adjective,r_______,verhältnismäßig,"Wenn man sich etwas Zeit dafür nimmt, dann ist diese Aufgabe verhältnismäßig einfach im Vergleich zu den anderen.",-0.440490544,ɹɛlətɪv,fɛɾhɛltnɪsmɛːsɪç,4.48,2,8,4,12,13
2790,de,frankly,adverb,f______,"ehrlich, offen gesagt","Offen gesagt, ich bin davon überhaupt nicht überzeugt.",-1.146533343,fɹæŋkli,eːɾlɪç ɔfən ɡəzɑːkt,4.05,2,7,1,19,18
2791,de,affected,adjective,a_______,"affektiert, gekünstelt",Sein affektiertes Benehmen störte alle.,-1.11765115,ɐfɛktᵻd,afɛktiːɾt ɡəkʏnstəlt,4.64,2,8,2,16,16
2792,de,turkey,noun,t_____,Truthahn,Zum Erntedankfest wurde natürlich ein Truthahn aufgetischt.,1.044332472,tɜːki,trʊtɑːn,4.56,1,6,2,7,6
2793,de,slam,verb,s___,knallen,Er verließ stürmisch den Raum und knallte die Tür hinter sich zu.,-1.652628237,slæm,knalən,4.02,1,4,1,6,5
2794,de,sucker,noun,s_____,Trottel,Ich bin so ein Trottel - ich bin schon wieder hereingelegt worden!  ,-3.753447906,sʌkɚ,trɔtəl,3.59,2,6,2,6,6
2795,de,particle,noun,p_______,Körnchen,Staubkörnchen bilden sich auf der Kommode.,-2.185237528,pɑːɹɾɪkəl,kœɾnçən,3.9,1,8,1,6,7
2796,de,inform,verb,i_____,jdn informieren,"Sobald wir mehr wissen, werden wir dich darüber informieren.",2.602848199,ɪnfɔːɹm,jɔtdeːɛn ɪnfɔɾmiːrən,4.15,2,6,2,9,15
2797,de,weight,noun,w_____,Gewicht,Obst wird meistens nach Gewicht verkauft.,2.167990685,weɪt,ɡəvɪçt,5.02,1,6,1,3,4
2798,de,shallow,adjective,s______,flach,"Bitte bleib beim flachen Ende des Pools, weil du noch nicht so gut schwimmen kannst.",-1.246081087,ʃæloʊ,flax,4.04,1,7,2,6,4
